filename,sentence,sentence_order,argument_type,rationale
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"First, because these crimes are incredibly bad crimes even if they're perceived as minor felonies, and they're ones that we need to deter.",2,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"And I think that in addition to the fact these are bad and we need to deter people from doing them, I think that when people commit crimes over and over again, there is no reason to believe why they won't keep doing it, so you need to protect the population from these people.",3,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"So, let's talk about these kinds of things.",4,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"I think that it's important to first start with an overview, that the reason why we punish people when we we give people prison sentences isn't just to punish people.",5,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"If you murder someone, we're not putting you in prison just because you deserve a punishment for doing a bad thing.",6,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"We're also doing we also have laws in place because we don't want people to do these things in the first place, and because we want people who are willing to do these kind of things to stay away from the rest of society, to not be able to murder or hurt more people.",7,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"So, that's what this is going to be about, about deterrence and about isolation of people for protection.",8,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"So, let's first start by talking about deterrence.",9,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"I think that it's important to note that these crimes are oftentimes bad harms, and that there's never really a victimless crime.",10,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"Even if it's seen as like a minor felony, and you're just getting a long prison sentence for in accumulation of minor felonies, minor felony can be things like minor theft of things, so like someone's computer or like robbing a store.",11,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"It could mean minor it could be like minor instances of assault, where you like you like abuse several women, or like your girlfriend a couple of like at various points in time.",12,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"These are things that are still severe in my opinion, and these are things that are worthy of being punished.",13,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"I think that, therefore, you want to stop people from doing these things, and I think that the best way to do that is by a greater deterrence threat, because when there's a perceived lack of importance given to, like, the severity of these crimes, that is because of the fact that they're associated with only small, minor prison sentences, possibly for felony.",14,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"it could just be probation or things like that, or parole or whatever.",15,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"And I think that, therefore, when you say if you keep doing something you're going to be punished for twenty five years to life in prison, it says that the accumulation of keep doing these felonies over and over again does not suggest that it could be tolerated, and I think that people are going to be less likely to commit these crimes",16,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,because they're going to have greater punishment associated with them,17,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,People are going to recognize and internalize the consequences of these so called minor felonies that they're committing.,18,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,But I also think that this is important as far as isolating people and protecting the population.,19,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"It's important to note that if someone commits the same crime or a similar crime or a similar felony three times, there's no reason to really believe why they're not just going to keep doing this t- crime over and over again.",20,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"Like if you get caught doing a bad thing three times, I don't understand why they wouldn't do it a fourth time or a fifth time, and this is bad because this because every additional time is another person that's getting assaulted, another person that's getting stolen from.",21,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,These are things that the government has an obligation to stop and an obligation to protect people from.,22,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"And I think that that's therefore a very logical grounds to put someone in prison longer, if you can't trust that person to not keep stealing, to not keep hurting people, then they should be imprisoned for a longer amount of time.",23,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"And you're by isolating this person from the rest of the population, it means that they can't steal from someone a fourth time or a fifth time.",24,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"So, three strikes laws help people doing that, and they make sure that the people are actually protected better.",25,,
DJ_1243_three-strikes_con_opening_YBA.trs.txt,"And for all those reasons, we should definitely keep three strikes laws.",26,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,We should not further exploit nuclear power and we shouldn't exploit it further,1,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"because, while nuclear power is arguably in at some cases, better than some of our current energy uses, like fossil fuels, I don't think that it's better than green energy as far as the comparative is concerned, and I think that further exploitation, especially if it's going to happen right now, should be largely focused on green energy, and there's necessarily a trade off in terms of resources for investment",2,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,If you were to invest in nuclear power that will come at the expense of green energy.,3,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,So let's talk about those two things.,4,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"First, why green energy is better than nuclear power and secondarily, why there's going to be a trade off between the two that's bad.",5,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"So first, why is green energy better?",6,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,So I think that first and foremost it's safer.,7,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,Green energy they first and most obviously can't be weaponized.,8,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,You're not going to be able to weaponize the wind or solar energy.,9,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"So whenever states try to come up with excuses like oh well we need to have this nuclear factory for peaceful purposes or whatever, well now that's not an excuse anymore because you don't really need nuclear power because green energy could be a thing.",10,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"But additional it is also risks of meltdowns and while meltdowns aren't all that common in the status quo and not they don't happen all that often, there's two problems.",11,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"First, when they do happen they're quite severe.",12,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"So if you think that, for example, like things like like- I think it's like six mile island or whatever in america, or chernobyl in like russia or ukraine, you look at the fukushima disaster in japan, these things have made entire areas essentially unlivable and because of global radiation spread through things like the wind.",13,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"whenever there's like nuclear fallout from a meltdown, these things have big consequences.",14,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"but additionally, also when you're upping the scale of production, that's also going to add in more risk.",15,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"Especially now when you have a lot more environmental volatility, in a global warming era, when there's a lot more natural dis- asters.",16,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"but I think that, additionally, it's also going to be, in the long term, better from a an environmental perspective, in a cost perspective, because there's always going to be some kind of green energy alternative, like there's probably very few places on earth that don't either have running water that you can use for hydroelectric power, wind that you can use for wind energy or sunlight.",17,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"If a place doesn't have water, doesn't have wind, doesn't have like a lot of sunlight, it's very difficult to find a place on earth that meets all of these criteria.",18,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"so, or example, maybe massachusetts isn't that sunny, but it's very windy.",19,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"maybe somewhere like texas or israel is a lot more sunny, even if it doesn't have as much, say, like running water or things like that.",20,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"So there is those arguments but I also think that as far as cost is concerned uranium is you have to set up the factory, you have to put in a whole lot of cautions on the factories for like nuclear factories, you have to mine uranium.",21,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,Uranium is a whole lot rare and more expensive.,22,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,So all of these things are also on the cost terms if you're going to exploit something or invest in something more on the cost terms it's probably going to be better to and cheaper and more versatile in the long run to use green energy.,23,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"And this is a problem because, in terms of absolute, absolute terms, there's going to be limited resources as far as what you invest in, so the government just isn't going to be able to invest in everything that you want to.",24,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"but also, on, like, the political level, there's always going to be political checks that you are going to make, so that the government's never going to be able to spend all the money on things.",25,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,So if you're further exploiting nuclear power as your energy source once you see your energy needs are satiated you're probably not going to be is likely to want to invest even more money into other things like green energy when they're not seen as necessary because you already have nuclear power.,26,,
DJ_2081_nuclear-power_con_opening_TL.trs.txt,"So I think that for all those reasons, we should not further exploit nuclear power.",27,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"We absolutely should not ban gambling because it won't work first of all, and secondarily, there's nothing really wrong with gambling.",1,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"It should be fine, it should be legal if people want to do it.",2,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So, let's start by talking about why banning gambling will not work at all.",3,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So, the point of banning something, presumably, is you want to deter people from doing it because you think it has some kind of harm or problem.",4,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So, this has an assumption and the assumption is that the ban itself is actually going to deter people from the activity in the first place, that is gambling.",5,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,So that's not going to happen.,6,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,and it's not going to happen because people have been gambling for thousands of years.,7,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,it's a pretty ingrained part of our culture.,8,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,we have entire cities dedicated to it.,9,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"you know like there's gambling in las vegas, obviously.",10,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,I'm pretty sure there's a lot of gambling in places like eilat in israel as well.,11,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,there's all kinds of like.,12,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,a lot of cities have these as their industries and things like that.,13,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,So there's problems with this.,14,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So, first and foremost a problem is that you're going to see a whole whole lot of resistance from the people who are involved in the gambling industry, a whole lot of resistance about the cities and livelihoods that are being destroyed, and a whole lot of resistance to all of these kinds of policies and bans in the first place.",15,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"But second and more importantly, it's completely unenforceable, because you can just gamble on the internet in.",16,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"there's nothing really the government can do to regulate it, because oftentimes the websites can be set up in like different countries, or you can, even if, like the websites are under like any kind of certain set of laws.",17,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"you're there's always ways that you can use the internet to avoid government detection and I highly doubt that the government is going to dedicate like legit military and hacking and all kinds of technical and physical and monetary resources to really cracking down gambling, and if it wanted to do that, it would cost like billions, if not probably like like",18,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"so many billions of dollars that it would be a complete waste of time, since people are largely going to do it on the internet anyway",19,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"And that's obviously a problem because first and foremost, you're not making the money off of gambling anymore, you can't tax gambling, you can't profit off of it, so a lot of money in revenue is going away.",20,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"Additionally when you ban something then it becomes a part of a black market, it's more likely to be unsafe, you're more likely going to have like crime lords and people like that presiding over the factors.",21,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"And additionally you also can't have things like consumer protection laws in place, so you can't really enforce things to make sure that like, obviously gambling is random and to a large extent and things like that, but enforcement to make sure that like you aren't being as a gambler like completely screwed over by the people like the house per se, so that's important as well.",22,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So gambling is probably going to happen anyway, might as well happen safer, more profitably, and more effectively if you just regulate it rather than ban it.",23,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"But I also think that there's nothing wrong with th- gambling and it's rather immoral to ban it in the first place, because keep in mind that when people are gambling, they're usually gambling with their own money.",24,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"if they're gambling with someone else's money, we call them wall street bankers.",25,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"so they're usually gambling with their own money, not other people's.",26,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,so that's money that you've earned.,27,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,that's money that you can do what you want with.,28,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"you should have the right to spend your money in the way you want, because you work for it.",29,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"But additionally, gambling doesn't harm anyone.",30,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"it's not like I- gambling doesn't really harm people like any kind of vague things like crime or whatever l- like maybe vaguely associated with gambling is problematic, that's usually only because the other things, like drugs or prostitution or whatever, are illegal in the first place.",31,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"maybe that should be illegal too, but also keep in mind that, like the black market argument that I made about how that's not going to be solved anyway.",32,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"so, other than maybe like the vague facilitation of crime, there's no real reason why gambling itself is all that bad, why you shouldn't be able to spend your money that you earned that way, if you want.",33,,
DJ_221_ban-gambling_con_opening_YBA.trs.txt,"So for those reasons, we should not ban gambling.",34,,
DJ_2610_arms_con_opening_SSH.trs.txt,We should not abolish the right to keep and bear firearms because guns can be important for self defense and also sport for some people.,1,,
DJ_2610_arms_con_opening_SSH.trs.txt,So let's start by talking about what we would support.,2,,
DJ_2610_arms_con_opening_SSH.trs.txt,Because abolishing the right to keep and have firearms would would mean that pretty much all guns can be banned and regulated.,3,,
DJ_2610_arms_con_opening_SSH.trs.txt,"And I think that there's a much more reasonable common ground, where you can ban things like automatic and semi automatic weapons, you can ban things like assault rifles.",4,,
DJ_2610_arms_con_opening_SSH.trs.txt,Our you can also regulate th- access much more strictly.,5,,
DJ_2610_arms_con_opening_SSH.trs.txt,"You can have a universal background checks, you can maybe like tax guns, require gun insurance, make like all kinds of restrictions and regulations that are put in place that will I make it so that guns are less likely to fall into the wrong people's hands and that guns are less likely to be abused and they are more likely to be safe.",6,,
DJ_2610_arms_con_opening_SSH.trs.txt,But that doesn't mean that guns are all inherently bad.,7,,
DJ_2610_arms_con_opening_SSH.trs.txt,So there's a couple of things here: so the first of which is that there is a self defense concern that is here.,8,,
DJ_2610_arms_con_opening_SSH.trs.txt,"Guns are incredibly prominent in america, and regardless of whether or not you legally allow people to have guns, there's already millions and millions of guns that are already in existence.",9,,
DJ_2610_arms_con_opening_SSH.trs.txt,"So in order to make sure that people are able to protect themselves possibly, able to use self defense, you want at least some people who are trained to have guns besides police officers who may not be able to get there in time.",10,,
DJ_2610_arms_con_opening_SSH.trs.txt,"Because if there's a civilian has a gun who is being attacked or sees somebody being attacked, then maybe they're able to do something about it.",11,,
DJ_2610_arms_con_opening_SSH.trs.txt,That could be like a really good legitimate and valid use for a gun.,12,,
DJ_2610_arms_con_opening_SSH.trs.txt,So guns can have like they can definitely serve a purpose.,13,,
DJ_2610_arms_con_opening_SSH.trs.txt,But beyond that I also think that guns can be useful for sport.,14,,
DJ_2610_arms_con_opening_SSH.trs.txt,A whole lot of people compete in things.,15,,
DJ_2610_arms_con_opening_SSH.trs.txt,"Like whether it's like rifling or target practice, you just go to a shooting range for the fun of it, or maybe like deer are over populating some area so you're able to hunt some deer, or something like that.",16,,
DJ_2610_arms_con_opening_SSH.trs.txt,Things that already are legitimate in allowable and happen right now.,17,,
DJ_2610_arms_con_opening_SSH.trs.txt,"This is like an important thing that some people do, that some people have fun with and that's a choice some people make.",18,,
DJ_2610_arms_con_opening_SSH.trs.txt,And it doesn't really hurt anyone.,19,,
DJ_2610_arms_con_opening_SSH.trs.txt,It doesn't really hurt anyone that people go to like a shooting range or hunt some overpopulated deer or something like that.,20,,
DJ_2610_arms_con_opening_SSH.trs.txt,These are like perfectly legitimate pastimes.,21,,
DJ_2610_arms_con_opening_SSH.trs.txt,"And in like a liberal society, in a democratic society you should make it so that people are able to like just do what they wanna do.",22,,
DJ_2610_arms_con_opening_SSH.trs.txt,"But the final thing, the final argument is that this is this right has really important historical roots in a check against in in a check against oppression in a lot of ways.",23,,
DJ_2610_arms_con_opening_SSH.trs.txt,The government has like a whole lot of ability to use force and it can do a lot of stuff to you that could necessarily be bad.,24,,
DJ_2610_arms_con_opening_SSH.trs.txt,"So the ability of people to like keep firearms, keep their own independent sources of power and weaponry, if they need to, and the whatever, can be something that could be useful like for a variety of reasons in the instance that there's oppression.",25,,
DJ_2610_arms_con_opening_SSH.trs.txt,"This debate isn't just taking place in the united states, it's abolishing rights to have guns wherever these guns may exist it seems.",26,,
DJ_2610_arms_con_opening_SSH.trs.txt,"So in circumstances where maybe you need it for safety not just from other individuals, but from even state or more organized actors, guns can obviously serve a role and a purpose.",27,,
DJ_2610_arms_con_opening_SSH.trs.txt,So for all those reasons don't abolish rights to have firearms.,28,,
DJ_3198_self-defense_con_opening_WS.trs.txt,We should not limit the right of self defense.,1,,
DJ_3198_self-defense_con_opening_WS.trs.txt,And we shouldn't limit the right of self defense because other people and most certainly not the state should be able to tell you how what is the best way and to keep you safe.,2,,
DJ_3198_self-defense_con_opening_WS.trs.txt,What is the most effective way when your life is in danger to secure your life?,3,,
DJ_3198_self-defense_con_opening_WS.trs.txt,Obviously a freedom that you have.,4,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"So here's the problem: when we talk about things when we talk more like precisely about what a limiting to the right of defense would look like, it would mean maybe things like a duty to flee, so like you try to escape first, duties to deescalate, maybe shooting to like hinder rather than kill, things like this.",5,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"And these things obviously can sound somewhat reasonable on its face, obviously you don't wanna like give someone like a roadside execution, if they're like doing petty robbery, but you think your life is in danger.",6,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"Because obviously there's still things like rights to trial, proportionate punishment, things like this, and these are important things.",7,,
DJ_3198_self-defense_con_opening_WS.trs.txt,But the thing to keep in mind is that nothing is more important than your own safety and your life.,8,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"Because at the worst case scenario is the like the harm is that the person who is initiating the attack in the first place is going to die, but that's no greater of a consequence than the extreme on the other end, which is that you would die.",9,,
DJ_3198_self-defense_con_opening_WS.trs.txt,So you're making a choice between the two.,10,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"You want to pick between the you want to pick a person who isn't doing anything wrong and who should have this right to self defense in the first place, so that they can like just live their life really.",11,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"And the problem is that I don't really think that a lot of the standards that would be put on, or the limits on a right to self defense would be all that fairly applied.",12,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"Because it's very easy to say , especially after the fact, when you're maybe putting somebody on trial for like wrong- using wrongful self defense or you're investigating something after the fact.",13,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"It's very easy to, after the fact say: "" well, in my situation, from where I am, you could have ran.",14,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"You could have done this this or that "".",15,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"But the problem is that when your life is in danger, when somebody is maybe attacking you and you don't know if they have a knife on them or a gun on them, when somebody pulls out a gun and you don't know whether or not they're actually willing to shoot, you are not.",16,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"when somebody is attacking maybe somebody else, there is an incredibly high degree of risk, fear and uncertainty in these situations.",17,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"And it's not really sufficient to say: "" oh well this person could have fled. """,18,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"But they don't know that, for example, the person attacking you could be like: "" well, this person's gonna flee and get help and then I'm gonna be in trouble. """,19,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"So they may be able do it like, they could attack you or things like that.",20,,
DJ_3198_self-defense_con_opening_WS.trs.txt,Maybe then they could get away.,21,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"And maybe if they stole something like significant from you, that's like really really bad for you and the police isn't going to be able to really do all that much.",22,,
DJ_3198_self-defense_con_opening_WS.trs.txt,And that's besides the point that it's not like the police is necessarily going to be any more careful with another person's life anyway.,23,,
DJ_3198_self-defense_con_opening_WS.trs.txt,So I don't even think it necessarily the assumption that creating limits on self defense is necessarily even going to decrease casualties given how careless police can often be with the lives of others.,24,,
DJ_3198_self-defense_con_opening_WS.trs.txt,"So I'm not necessarily sure what exactly you can do to make the situation a whole lot better, but certainly you can't just limit people's rights to self defense when ultimately innocent people are gonna be put in danger the most as a result of that.",25,,
DJ_3198_self-defense_con_opening_WS.trs.txt,So for those reasons don't limit self-defense rights.,26,,
DJ_3199_urbanization_con_opening_TL.trs.txt,We should not fight it.,1,,
DJ_3199_urbanization_con_opening_TL.trs.txt,In fact we should incentivize it.,2,,
DJ_3199_urbanization_con_opening_TL.trs.txt,The first big reason why urbanization is great is that it's necessary and good for the future of jobs and economic organization.,3,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So obviously a lot of a suburban and rural jobs are going away or becoming more automated.,4,,
DJ_3199_urbanization_con_opening_TL.trs.txt,You don't need that many people to be farmers.,5,,
DJ_3199_urbanization_con_opening_TL.trs.txt,A lot of factories are being shifted overseas or largely becoming automated anyway.,6,,
DJ_3199_urbanization_con_opening_TL.trs.txt,Suburban retail industries are getting gutted and destroyed and things like that.,7,,
DJ_3199_urbanization_con_opening_TL.trs.txt,By and large economics are centered around cities and this is going to only continue and accelerate as life goes on.,8,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So as a result you want to make sure that you're going to keep having the resources to combat this trend anyway because this is an inevitable trend that you can't really fight.,9,,
DJ_3199_urbanization_con_opening_TL.trs.txt,You can't force your way out of automate automation.,10,,
DJ_3199_urbanization_con_opening_TL.trs.txt,You can't force your way back into like a more agrarian or space oriented economy.,11,,
DJ_3199_urbanization_con_opening_TL.trs.txt,When everything goes towards more when a as like the societies develop you go towards more specialized centers which is what cities can provide to you.,12,,
DJ_3199_urbanization_con_opening_TL.trs.txt,But additionally cities are great as far as more efficient resource allocation which is also something that's very important.,13,,
DJ_3199_urbanization_con_opening_TL.trs.txt,"So if you want to provide things like a hospital services or could be like police and fire services or like electricity grids and things like that, all these things can be much more easily provided when they're in concentrated locations, when you don't have to spend.",14,,
DJ_3199_urbanization_con_opening_TL.trs.txt,"but first of all, like the time distance between going places, obviously, but also like setting up large like swaths of transportations, possibly like long distances and further, because of like economics of scale, you can serve a lot more people with more specialized services.",15,,
DJ_3199_urbanization_con_opening_TL.trs.txt,that could be a lot more helpful to people.,16,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So that's obviously a thing that's very good as well.,17,,
DJ_3199_urbanization_con_opening_TL.trs.txt,But additionally you can also do things like more easily provide for people when you can serve a larger group of people at once.,18,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So if you want to do things like subsidized housing it's a lot easier to do it rather than creating a lot of small areas on plots of land create one taller building which has like less land area it takes up except fulling all.,19,,
DJ_3199_urbanization_con_opening_TL.trs.txt,Things like that so urbanization is really good in that.,20,,
DJ_3199_urbanization_con_opening_TL.trs.txt,Urbanization's also really good for the environment though which is very important because whether it's obviously the reduced transportation footprint because if you live in a city you're less likely you drive everywhere and things like that.,21,,
DJ_3199_urbanization_con_opening_TL.trs.txt,You can be more likely to rely on public transportation or a bike or other alternatives.,22,,
DJ_3199_urbanization_con_opening_TL.trs.txt,That's huge because the automobile is a very is obviously a very big reason for behind pollution.,23,,
DJ_3199_urbanization_con_opening_TL.trs.txt,But additionally when you're more concentrated you're gonna have like less habitat destruction less just like destroying to create long endless swaths of land where you need space and pavement and all those kinds of things.,24,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So it's a lot better for the environment to and responsible development as well.,25,,
DJ_3199_urbanization_con_opening_TL.trs.txt,But finally we shouldn't invite we shouldn't fight urbanization because fighting urbanization is fighting the reasonable preferences that people have.,26,,
DJ_3199_urbanization_con_opening_TL.trs.txt,People wanna live in cities because it can be more fun.,27,,
DJ_3199_urbanization_con_opening_TL.trs.txt,You have more access to entertainment opportunities.,28,,
DJ_3199_urbanization_con_opening_TL.trs.txt,There is a whole lot more to do in cities that makes them a whole lot more appealing and enjoyable especially in a future society.,29,,
DJ_3199_urbanization_con_opening_TL.trs.txt,So for all those reasons we should not fight urbanization.,30,,
DJ_3235_online-dating_con_opening_JL.trs.txt,We should not abandon online dating because online dating is great for a whole lot of people and a lot of people enjoy it.,1,,
DJ_3235_online-dating_con_opening_JL.trs.txt,So let's start by talking about why online dating works for a lot of people.,2,,
